Class,WorkOrderType,Param_Temperature,Param_Time,Param_Quality,Param_Boil-time,Param_Amount,Param_StirTume,Param_Pressure,Param_Humidity,Param_PercentContamination,Param_OriginalGravity,Param_FinalGravity,Param_AlcoholbyVol,Param_PrimaryFerment,Param_SecondaryFerment,Material_Pale-2-row,Matarial_Black-Patent-Malt,Matarial_Chocolate_Malt,Matarial_Roasted_Barley,Material_Carapils,Material_Rolled-oats,Material_Torrified-Wheat,Material_Northern_Brewer_Hops,Material_Fuggle,Material_Irish_Moss,Material_Yeast Irish Ale yeast starter,Material_Grapes,Material_Barley,Material_Wheat,Material_magnesium stearate,Material_yellow color 5,Material_Essence 5,Material_Vanilla extract,Material_Blackberry extract,Material_Molasses,Material_Beer,Material_sugar,Material_Milk,Material_Yoghurt
0,1,14,96,16,1,17,97,93,7,25,63,84,99,18,77,24,9,88,100,36,57,32,52,10,45,93,42,73,11,27,79,40,90,92,73,82,41,37,54
0,2,31,2,12,3,74,48,68,69,4,53,26,24,88,93,97,97,26,36,98,42,30,45,52,18,40,18,18,87,78,50,56,7,61,77,12,9,41,3
0,2,81,72,7,2,97,16,31,22,78,41,8,60,21,18,69,10,8,91,90,82,2,93,11,21,71,86,12,9,48,98,87,37,52,13,82,39,87,71
1,1,27,56,41,85,23,16,76,44,29,91,16,32,37,73,75,88,43,53,52,2,45,45,23,85,43,86,78,99,32,44,17,2,38,45,16,63,43,98
0,1,34,2,92,41,48,86,26,26,86,59,41,66,45,6,26,94,4,98,43,33,37,97,65,94,76,72,51,59,37,13,65,88,93,7,71,5,34,93
0,4,45,27,1,72,22,79,12,34,27,96,48,87,54,12,18,50,33,95,77,70,90,77,89,24,53,45,76,46,77,13,32,98,19,66,30,95,60,53
0,1,27,33,14,17,68,63,4,29,45,40,14,82,77,81,85,21,95,70,41,21,77,15,48,19,43,63,96,76,20,73,100,51,63,96,93,90,21,100
1,3,88,42,23,35,9,36,56,55,31,39,2,44,55,65,45,81,64,37,82,61,52,63,30,66,79,87,91,93,12,38,99,44,90,85,85,94,34,64
1,4,15,3,18,38,82,35,77,87,44,57,97,78,14,30,6,83,76,86,24,5,69,24,54,47,29,53,48,90,4,76,15,49,52,41,8,2,52,97
1,1,48,47,74,100,32,24,87,64,22,76,89,7,8,10,99,79,47,80,49,19,79,78,38,43,15,53,63,13,77,29,3,86,23,99,49,88,45,11
1,2,77,66,76,43,80,9,19,87,26,86,92,93,91,36,2,80,41,29,25,49,55,84,47,90,100,6,92,21,38,52,98,65,76,1,74,47,36,88
1,2,26,19,81,17,26,72,89,52,9,60,100,100,80,43,34,27,81,68,21,64,38,69,28,71,83,92,61,71,24,87,33,9,4,93,43,3,7,56
0,3,31,46,42,82,6,48,71,77,84,82,66,51,97,62,76,52,72,13,93,10,52,53,6,76,34,18,33,35,11,71,28,18,15,77,27,46,93,15
0,2,100,7,77,84,13,77,85,43,35,17,37,67,64,6,42,86,43,52,31,19,75,98,37,3,63,16,27,39,72,4,31,52,66,15,54,57,95,48
1,2,81,66,92,79,10,18,93,36,44,43,84,40,43,63,37,81,46,5,88,100,73,14,48,71,40,84,60,52,45,62,40,14,5,14,80,66,34,45
1,2,23,95,99,3,62,26,60,60,5,17,51,16,78,96,82,95,84,35,47,47,17,20,49,28,42,21,65,39,13,45,41,42,17,53,27,52,66,41
1,2,22,34,57,11,44,8,39,34,94,23,45,77,26,78,16,77,36,46,39,32,67,66,92,11,27,43,62,77,19,44,17,36,29,73,46,79,56,66
0,4,90,80,86,70,13,79,37,5,90,5,84,95,4,31,14,86,90,92,84,20,92,38,61,6,74,37,50,1,50,18,17,95,35,52,47,68,16,89
0,4,33,15,97,34,21,21,94,14,19,59,5,90,69,64,63,66,61,38,20,54,44,91,62,21,43,68,92,24,70,44,18,91,65,99,80,97,16,37
1,2,56,100,88,91,17,62,81,69,46,60,2,49,84,41,19,19,5,38,30,31,54,88,94,18,58,25,81,38,97,98,50,34,24,58,22,49,68,87
1,4,90,37,53,6,75,54,9,77,15,13,65,49,76,32,81,15,14,7,2,80,66,20,57,53,5,19,26,73,15,81,18,36,89,78,52,88,28,56
0,4,63,69,83,47,27,61,78,38,55,51,3,73,23,55,57,93,16,27,99,1,85,96,43,36,93,24,94,37,95,87,6,64,63,36,89,12,43,31
1,3,37,38,78,47,78,26,84,66,16,98,16,5,38,70,15,46,50,74,43,96,82,50,75,22,52,83,24,99,85,48,91,22,47,27,63,19,1,73
0,1,44,21,65,3,27,91,32,22,41,63,94,39,77,13,80,54,98,19,83,53,33,36,25,81,40,100,17,22,73,90,34,65,91,87,47,71,50,74
0,4,76,95,65,36,56,84,91,68,29,63,44,97,14,50,82,11,54,24,18,7,42,55,14,9,67,3,100,4,7,42,81,81,78,12,49,40,46,27
1,4,95,35,22,22,81,55,51,95,7,23,100,1,56,41,3,57,51,77,4,87,32,84,66,5,43,57,5,13,42,14,70,20,55,11,69,37,81,17
0,4,35,66,80,57,26,91,75,15,55,77,73,6,84,93,45,5,19,2,6,8,66,74,88,30,46,50,27,55,82,67,23,69,25,96,55,32,52,37
1,4,94,51,30,80,66,76,20,53,33,44,48,94,1,47,19,56,21,98,9,43,6,9,23,6,13,69,26,8,72,69,6,49,15,68,78,99,62,76
1,4,13,79,37,12,16,45,26,82,56,24,84,96,27,80,71,59,52,73,26,93,45,39,44,10,61,63,49,76,85,57,92,33,70,5,15,39,90,57
1,3,32,50,29,33,72,80,15,34,53,43,91,23,28,46,17,19,37,53,86,32,64,69,54,47,30,61,83,84,56,95,9,18,9,77,89,42,13,61
0,3,90,74,53,5,55,4,92,63,95,90,9,91,43,89,3,57,52,33,45,20,88,36,53,85,25,2,39,37,84,85,78,22,1,48,28,66,47,90
0,4,4,52,92,27,98,43,34,38,1,6,44,63,18,47,56,71,20,85,50,41,9,67,81,1,78,96,34,24,48,76,100,96,26,17,82,57,2,2
1,1,70,23,68,23,13,81,67,48,72,42,81,11,12,20,64,91,71,15,49,45,60,83,56,9,76,92,36,75,71,69,6,66,85,28,90,65,10,70
1,2,38,99,96,8,92,68,27,5,51,5,76,21,98,16,96,66,100,53,41,87,72,16,2,16,58,59,16,91,83,70,9,9,69,57,38,54,60,88
0,1,11,16,2,60,7,29,58,37,63,51,67,25,11,85,75,22,40,70,22,28,95,53,45,68,44,41,38,58,75,2,19,24,3,69,17,56,30,57
1,2,36,86,75,10,77,81,81,27,45,85,37,63,32,30,56,92,79,16,3,59,23,99,62,91,19,50,90,2,89,32,43,10,11,20,58,98,15,11
1,3,86,14,75,51,98,15,81,51,95,1,60,36,21,78,98,90,51,13,64,27,3,74,82,82,64,58,22,12,14,69,10,86,93,89,51,46,50,60
1,3,59,1,21,20,34,26,100,27,87,69,21,24,95,36,45,36,36,26,48,60,82,81,5,41,83,76,54,60,72,64,59,31,48,7,39,86,99,25
1,3,38,49,78,41,89,8,49,9,53,28,2,40,91,14,21,84,7,42,20,40,29,31,31,82,46,36,14,45,77,17,20,50,59,67,70,88,10,22
0,2,24,64,7,8,74,74,38,28,58,21,78,99,43,52,32,85,36,39,72,96,68,75,23,27,67,90,80,54,17,54,96,18,59,26,89,67,4,19
1,3,73,56,97,2,13,24,20,19,93,89,41,19,3,82,60,41,21,28,51,90,79,47,91,31,80,1,66,42,53,9,60,36,56,14,27,49,46,18
0,3,87,15,82,67,97,63,12,37,79,7,10,40,33,23,4,34,68,36,71,17,69,2,34,37,4,89,8,42,6,29,2,70,38,42,2,13,35,56
1,2,31,41,69,6,91,2,75,43,43,19,12,85,15,8,3,67,56,31,99,68,27,22,83,30,68,22,6,89,98,41,59,61,84,26,100,50,57,79
1,3,27,34,68,49,18,63,85,93,7,38,51,11,44,79,50,75,91,3,81,81,24,78,26,73,78,25,45,62,58,17,16,56,72,34,90,13,99,7
1,2,1,26,70,24,13,35,2,9,5,61,75,60,15,51,37,14,63,82,8,68,5,20,50,54,44,6,65,31,2,72,6,67,5,54,55,25,80,34
0,4,60,70,92,80,40,30,27,73,55,85,49,35,19,68,28,96,83,78,58,31,61,4,9,37,99,49,58,19,67,52,100,39,93,94,71,46,59,9
1,2,83,44,5,81,65,84,43,16,58,91,61,24,31,37,31,26,39,88,53,85,55,47,42,49,43,92,50,4,36,28,3,47,12,52,13,71,82,8
0,3,13,25,43,7,100,70,45,97,94,85,21,60,99,38,26,58,27,62,31,51,69,81,57,63,2,42,68,90,72,52,10,92,82,43,54,9,80,22
1,4,48,56,99,4,81,14,36,89,6,37,12,12,4,89,56,3,49,59,100,10,79,97,3,23,25,72,23,26,75,77,6,88,44,78,56,40,70,94
0,1,21,55,73,79,42,68,49,5,31,74,56,57,46,91,4,17,47,25,24,6,40,32,86,42,91,2,91,21,80,84,80,50,18,73,7,66,57,33
1,1,48,15,27,81,20,35,58,75,36,50,59,50,95,99,73,57,72,80,14,27,95,70,63,42,44,74,93,33,72,63,83,48,64,30,76,14,34,93
0,4,14,37,5,84,95,87,74,76,69,54,79,66,19,24,47,21,83,77,14,9,67,56,72,5,24,1,57,61,88,8,94,22,41,78,91,58,14,28
0,3,78,71,14,85,30,88,99,71,98,29,98,69,97,69,84,40,17,61,23,97,9,96,93,11,22,98,86,100,52,42,42,79,96,66,100,97,13,99
1,3,79,38,47,57,67,11,29,21,43,79,25,14,39,10,13,27,81,72,100,46,46,4,72,28,12,64,18,69,61,46,38,53,14,84,73,31,86,36
1,1,15,61,84,30,57,84,40,84,95,47,12,89,82,44,80,38,65,6,20,3,7,84,39,10,74,23,57,27,52,40,26,52,90,59,37,28,32,14
0,3,2,35,56,26,31,25,97,5,31,39,8,65,92,22,33,77,43,99,16,73,75,12,9,62,67,70,24,44,4,99,47,73,43,3,22,41,27,7
0,3,13,31,7,32,57,6,16,46,83,69,39,32,54,35,75,14,23,6,39,84,32,16,83,10,81,9,19,4,24,60,2,5,21,47,59,91,88,31
1,3,53,57,69,67,94,33,78,70,76,30,70,96,78,69,36,71,26,48,33,7,62,24,23,91,73,33,65,90,53,16,66,91,100,42,88,72,13,84
1,3,81,2,57,83,33,3,88,4,73,21,51,46,3,70,2,44,39,78,59,6,44,42,62,51,81,18,71,77,77,30,58,31,78,98,82,36,74,95
1,4,38,25,40,67,25,88,17,17,1,88,74,63,65,66,32,61,73,93,1,77,68,88,95,80,72,87,88,23,65,11,10,63,67,96,77,95,57,88
0,3,28,54,88,31,30,55,25,82,80,49,19,38,16,19,16,21,27,95,51,42,59,23,41,75,92,96,84,10,77,89,60,75,79,37,48,23,5,21
1,2,33,4,77,97,62,64,29,33,88,19,100,68,3,37,4,38,38,97,37,59,4,96,9,17,97,76,64,24,82,55,17,52,4,15,41,75,20,38
0,2,84,29,75,94,52,13,40,86,87,80,52,38,16,34,18,16,3,99,36,65,98,56,12,15,31,22,19,65,1,15,35,69,86,83,2,99,25,65
1,2,97,61,29,14,58,93,80,29,41,4,70,37,20,29,73,5,3,15,31,25,83,12,85,81,58,5,63,39,77,51,70,94,24,37,91,21,89,49
1,3,10,29,59,83,11,88,84,58,40,38,93,81,71,8,77,42,6,97,81,29,58,12,12,33,70,69,10,22,54,46,18,45,64,30,40,30,88,56
1,3,30,79,81,12,37,16,71,49,63,16,61,59,30,39,99,28,68,13,68,88,67,34,18,55,70,58,58,69,4,9,34,47,23,94,27,33,49,50
1,2,36,96,44,39,21,59,10,1,16,81,10,20,67,75,78,5,96,27,64,66,81,90,47,92,8,69,55,82,36,50,74,30,39,8,52,94,22,48
1,3,37,24,61,74,40,92,97,78,78,95,9,90,98,23,38,12,89,5,49,70,2,9,28,53,46,55,82,96,67,91,28,48,37,48,81,55,85,90
1,4,87,79,38,71,83,57,68,47,69,56,55,49,12,59,37,56,98,44,77,66,70,67,10,73,38,63,88,67,9,42,92,81,97,76,11,100,37,99
0,4,3,90,61,94,74,58,60,76,52,70,81,43,85,84,52,24,46,2,63,9,34,2,36,68,13,74,36,6,89,76,55,94,68,16,14,46,1,55
0,3,5,43,88,8,76,64,50,21,15,21,73,26,83,35,80,35,52,39,73,4,24,88,20,48,70,36,50,36,55,78,43,86,67,60,88,11,53,55
0,1,76,59,35,72,92,35,39,34,57,95,48,70,49,50,43,90,44,54,17,61,13,100,85,75,6,22,2,1,67,47,78,8,11,3,73,18,36,76
0,1,46,83,43,93,86,91,16,52,21,56,28,27,72,92,11,34,14,52,97,75,39,35,49,59,73,63,19,60,54,53,42,61,96,75,5,76,8,56
0,1,93,83,89,28,6,22,50,71,89,14,64,26,18,70,93,72,93,100,54,90,89,5,7,20,30,2,49,64,61,41,95,54,96,9,73,46,79,74
0,4,35,99,27,50,57,22,47,90,49,75,19,63,97,48,15,83,24,19,34,82,95,91,30,89,87,31,98,17,84,60,27,44,81,71,46,83,8,1
0,4,33,12,58,95,51,9,81,59,61,69,22,56,45,39,51,42,89,27,18,30,9,64,70,89,56,45,93,8,47,72,80,27,79,52,65,99,86,87
0,3,47,88,36,15,37,33,61,2,1,53,48,63,91,82,69,46,51,61,67,45,78,58,28,18,17,67,58,11,88,24,54,94,21,10,13,46,13,99
1,2,17,34,35,3,50,21,63,99,16,3,73,12,21,37,59,26,90,40,83,83,14,100,96,2,51,77,100,53,12,93,92,45,1,61,97,95,73,8
1,3,69,98,27,99,81,34,25,24,44,42,18,5,77,65,80,42,51,69,16,16,90,84,13,8,19,5,55,36,81,40,32,35,55,1,67,12,21,89
0,3,17,33,24,18,87,65,87,77,79,75,92,55,91,47,13,31,17,79,87,35,77,2,27,60,40,23,21,22,64,74,14,25,79,45,46,70,92,41
0,2,93,63,49,8,49,34,69,95,79,89,7,47,96,27,47,45,43,56,99,36,92,62,71,30,20,85,85,14,41,53,53,97,74,58,78,26,53,64
1,1,14,25,100,30,76,82,56,5,6,63,13,54,48,67,33,5,22,19,69,51,84,74,14,79,4,93,50,83,34,63,93,68,89,45,63,55,25,39
0,2,8,79,48,35,72,41,74,80,81,16,88,46,32,22,85,21,10,3,44,92,29,26,93,57,43,21,69,78,84,45,88,7,69,43,62,60,38,67
1,1,79,53,26,99,83,22,83,64,37,42,4,85,11,81,46,23,61,79,51,61,73,46,48,91,23,78,3,8,17,82,84,99,58,63,21,96,68,4
1,1,21,50,46,77,89,29,19,88,27,94,57,47,84,3,44,81,29,31,50,51,76,20,55,86,5,49,93,27,94,28,57,92,23,45,96,79,76,34
0,2,14,20,23,7,55,77,67,39,63,83,61,16,62,58,26,76,21,46,56,10,30,43,40,78,66,75,89,27,63,26,18,43,66,6,90,42,8,30
1,1,81,51,71,50,15,57,90,95,42,73,28,29,22,22,47,16,98,8,29,69,50,21,49,51,6,75,74,81,2,81,92,67,21,12,26,5,84,16
0,3,19,52,63,86,80,67,20,27,44,20,61,95,10,85,35,94,56,95,74,84,96,83,3,89,42,50,79,30,5,33,58,4,60,74,28,79,85,23
0,2,64,93,18,44,74,49,36,31,50,86,36,39,8,7,91,98,13,25,17,67,7,40,60,4,87,10,57,87,35,74,43,63,97,22,38,10,35,12
0,3,36,88,36,69,21,26,58,41,50,88,37,100,31,25,12,88,30,40,54,37,43,54,55,54,20,57,6,28,17,19,19,15,88,60,92,53,28,100
0,2,93,81,77,7,73,48,62,95,61,43,10,80,46,38,8,53,18,53,58,1,12,56,63,53,39,49,76,18,17,20,67,66,75,14,7,14,68,63
1,2,51,18,48,3,61,78,97,63,66,21,66,35,35,92,41,29,25,51,54,70,93,94,74,88,72,35,35,50,91,79,52,16,90,94,17,16,28,22
0,4,14,68,67,36,76,45,72,3,39,24,97,4,65,80,10,85,71,99,73,30,50,49,57,74,15,36,98,97,88,4,44,75,91,62,82,49,61,50
0,3,38,41,52,12,60,14,35,53,57,98,5,37,31,69,17,57,35,72,91,56,4,93,90,35,36,69,74,55,93,91,68,22,7,69,59,11,17,75
0,4,44,47,23,63,94,79,9,10,69,86,33,40,11,29,99,12,12,68,69,31,25,43,53,25,88,38,30,82,47,61,48,6,14,51,51,94,48,32
0,1,53,61,7,95,68,24,45,2,24,50,64,32,95,73,88,34,80,57,30,53,84,27,18,54,7,69,62,49,57,95,11,24,16,5,96,100,26,26
1,2,60,11,47,46,36,22,83,40,13,78,95,79,2,16,28,4,44,41,21,23,82,72,42,36,19,28,85,53,44,48,23,21,15,87,41,92,42,88
1,2,75,21,11,98,61,19,71,14,58,60,42,94,8,70,38,6,47,64,2,27,19,1,15,2,77,74,38,72,58,5,7,26,4,84,19,76,72,9
1,4,3,93,14,90,29,87,75,62,69,62,27,75,31,16,43,30,56,31,69,6,65,52,18,65,60,67,74,2,27,87,93,18,35,10,73,3,65,58
0,1,68,26,65,17,97,25,5,87,96,90,80,76,35,94,3,21,62,6,44,92,52,63,59,63,86,45,99,29,76,44,4,9,74,50,24,91,49,71
0,2,63,15,3,75,31,6,86,82,29,25,77,41,10,69,50,43,70,30,83,60,1,71,97,82,24,28,68,4,96,39,65,57,30,7,3,25,77,47
1,1,43,6,61,54,46,86,60,68,33,64,94,26,100,61,86,49,47,29,44,94,34,32,18,27,57,87,80,90,68,43,33,65,25,91,17,87,19,5
0,1,58,28,37,35,91,42,12,6,54,63,22,21,6,39,34,68,75,86,89,59,35,54,38,53,45,30,5,97,62,39,31,42,46,21,80,23,16,63
1,4,30,36,18,51,24,1,58,62,97,95,39,18,75,18,13,25,23,10,27,68,73,50,42,7,11,77,94,12,78,53,94,32,14,66,97,24,65,50
1,2,66,60,63,82,85,70,7,62,43,55,40,50,40,27,62,30,28,43,2,28,19,68,65,61,48,9,7,42,86,72,14,81,76,54,81,90,59,59
1,1,47,36,34,45,35,6,48,42,100,93,42,98,74,63,67,20,60,79,4,20,68,71,96,95,70,64,47,84,83,61,25,60,96,19,32,31,49,31
1,3,38,15,54,100,47,11,76,5,75,29,27,20,21,63,98,35,7,78,83,56,69,100,74,58,5,36,32,30,47,64,17,99,61,63,87,87,50,86
0,3,61,51,47,7,65,13,28,82,77,19,54,34,82,53,55,21,92,57,56,58,19,51,76,8,49,96,33,60,61,80,87,65,68,87,47,40,5,33
0,3,42,95,33,13,64,30,9,1,30,40,67,4,51,14,76,47,94,46,45,62,85,26,49,99,2,11,12,35,13,67,34,21,49,71,16,88,60,59
0,4,30,60,47,71,92,60,41,78,59,94,22,94,79,41,80,54,74,98,76,89,51,9,80,25,4,36,59,65,90,48,92,28,32,30,5,86,93,41
0,2,88,17,31,12,3,27,94,19,76,25,89,18,64,39,31,56,13,42,29,46,24,10,21,7,98,68,46,98,59,17,78,24,33,27,9,97,72,63
1,2,66,19,33,56,67,31,6,67,3,61,94,29,37,90,70,30,72,84,51,69,12,53,28,57,15,34,77,4,46,60,12,5,100,43,58,88,58,95
1,2,40,57,43,18,18,31,72,40,61,85,53,64,27,64,69,32,39,95,74,2,59,62,55,72,22,90,69,26,87,17,68,77,42,39,36,5,10,56
1,1,73,47,27,75,98,95,98,22,9,51,13,77,52,33,78,44,35,36,18,13,60,32,46,88,38,29,21,25,20,30,25,1,58,34,73,58,6,43
0,1,41,75,40,1,98,14,79,41,25,8,77,44,32,7,94,29,48,67,46,21,8,98,63,76,3,20,92,55,72,17,55,60,41,53,83,91,51,30
1,1,88,23,27,11,63,66,72,36,4,44,54,62,25,84,79,4,16,51,72,67,59,50,55,44,45,64,27,27,15,1,69,42,79,44,53,7,34,1
1,2,95,35,90,30,30,47,66,16,91,100,50,24,87,47,56,11,71,37,71,44,96,98,56,57,81,55,65,38,44,8,14,91,93,41,71,10,78,79
0,4,46,35,38,96,42,8,49,7,36,38,29,6,51,97,76,92,75,4,27,35,71,4,41,84,89,48,65,46,5,58,64,74,60,45,66,61,11,70
0,1,28,66,47,91,10,4,5,83,4,22,61,2,56,32,85,44,11,67,25,96,94,97,44,26,34,78,89,54,34,53,89,28,17,39,77,46,50,12
1,4,61,46,24,61,51,71,55,92,79,53,40,44,35,34,48,19,40,67,14,18,65,40,57,76,29,63,60,52,95,72,33,13,62,15,39,73,91,49
0,4,87,15,82,81,53,36,81,87,18,17,34,9,13,37,9,71,9,11,53,42,72,17,89,83,50,34,58,27,4,64,31,53,52,17,46,14,44,23
1,2,14,89,68,61,54,69,99,1,71,28,14,30,90,69,93,78,34,48,40,59,82,58,46,68,56,20,6,65,77,16,48,42,48,18,9,87,24,65
1,4,53,36,94,64,9,70,64,26,88,83,88,99,55,45,88,56,39,82,58,46,11,41,62,85,26,79,89,52,40,81,92,4,79,84,80,42,55,5
0,4,98,11,72,27,87,18,6,1,60,76,26,88,56,75,92,89,46,60,29,2,15,33,18,23,35,43,13,4,41,14,68,28,68,70,70,68,27,37
1,3,87,92,45,8,27,71,76,35,64,43,83,43,56,90,7,57,1,79,63,52,63,12,95,71,20,100,89,41,67,76,90,81,31,90,80,89,59,65
1,4,90,71,87,46,33,82,64,80,25,74,57,89,31,59,7,28,74,35,13,30,18,16,74,75,33,25,69,1,41,75,70,20,86,14,68,2,43,38
0,3,56,13,98,32,24,46,42,94,69,1,26,2,61,42,55,16,71,4,26,10,78,31,37,46,71,57,46,92,42,34,53,96,42,32,31,31,40,21
0,2,34,12,40,78,78,86,77,15,26,54,35,35,23,79,68,47,43,96,71,80,69,56,27,97,52,47,45,45,69,60,47,45,51,51,23,79,61,41
0,4,82,35,49,8,50,48,10,13,62,25,53,64,59,84,66,12,9,89,17,77,55,100,20,4,79,45,34,17,8,62,39,95,46,16,90,34,94,30
0,2,55,16,51,100,18,39,17,67,50,59,71,1,30,97,68,64,63,46,41,73,93,54,46,49,18,21,60,99,69,54,45,4,73,78,100,95,54,40
0,2,79,38,24,73,99,19,7,26,51,26,74,22,95,34,57,77,11,67,79,66,5,93,40,47,73,46,32,52,54,26,33,44,55,74,59,53,26,73
0,2,37,16,100,85,41,64,33,91,82,46,23,83,59,2,87,35,42,29,82,47,1,98,4,34,91,100,82,11,83,42,43,29,39,88,35,7,16,22
1,1,94,87,24,75,35,42,12,79,7,49,95,72,41,94,90,82,45,11,11,88,91,51,76,32,67,3,17,75,62,82,67,58,47,15,16,70,46,7
0,4,10,83,36,100,38,46,87,28,99,72,57,51,90,64,4,26,36,23,36,56,10,58,34,4,14,60,5,80,61,16,74,40,78,53,29,32,100,96
1,2,88,99,12,99,40,19,80,61,39,92,13,36,83,28,22,53,41,36,10,6,34,28,59,22,62,42,39,35,83,13,44,71,8,50,18,39,11,4
1,3,79,7,98,94,78,45,12,74,42,61,36,81,48,39,34,87,100,11,50,36,30,89,64,87,18,35,15,56,88,47,4,26,5,99,77,58,1,61
1,2,37,82,98,4,36,50,67,9,20,20,84,48,36,11,75,39,58,57,30,95,53,30,44,63,39,32,60,57,65,98,99,56,49,58,6,21,6,83
1,4,87,11,3,33,34,63,30,13,61,50,37,63,40,76,55,76,69,76,75,73,94,9,92,89,56,12,57,69,15,72,11,18,20,95,96,97,29,48
0,2,17,37,50,32,66,32,13,93,65,45,46,91,30,78,36,4,66,95,18,7,13,43,59,80,8,25,35,71,83,56,45,25,49,53,21,59,84,58
1,4,6,62,66,82,21,74,52,88,37,26,88,66,66,56,9,17,96,73,32,11,52,52,72,99,42,74,15,72,85,82,31,42,53,54,50,74,43,80
0,1,16,5,16,69,83,49,86,85,7,50,67,82,11,100,30,9,31,54,17,95,68,68,13,62,32,35,47,11,34,73,30,28,17,89,40,51,62,81
1,3,83,15,82,8,61,72,32,63,27,97,90,27,91,2,82,82,2,67,44,7,42,8,78,13,86,82,91,61,43,90,65,13,23,92,14,22,48,72
0,1,9,74,58,12,26,63,38,33,65,92,68,94,79,47,63,1,59,44,70,65,48,67,27,66,95,76,34,59,9,84,18,17,86,16,29,48,11,79
0,1,30,41,60,32,62,60,96,34,30,75,8,12,52,16,65,4,3,56,96,68,34,53,46,57,22,61,11,6,85,25,59,97,63,8,13,47,16,89
1,3,81,22,56,68,41,84,88,43,92,37,79,95,58,62,83,97,69,21,10,64,67,80,89,30,36,97,35,69,6,74,43,88,96,48,26,71,18,2
1,1,83,87,31,15,86,14,33,13,58,14,42,54,83,100,61,13,49,100,74,13,49,26,27,8,59,32,26,10,58,2,14,83,25,58,33,25,10,79
0,3,54,7,5,96,88,45,93,27,89,97,81,75,63,99,76,55,84,86,60,5,72,22,44,22,13,41,5,87,13,33,5,69,50,51,70,30,52,19
1,3,49,29,18,95,71,57,87,43,9,90,74,19,1,46,12,93,52,12,54,78,45,77,85,3,85,62,59,26,71,89,56,86,34,30,80,81,95,41
1,4,81,18,91,10,97,87,60,86,20,60,100,99,60,42,21,18,58,96,12,80,56,87,4,87,95,16,65,76,38,67,74,71,71,56,39,54,50,68
0,2,33,40,23,72,33,96,69,66,5,97,83,80,41,74,93,99,19,77,50,93,97,68,15,56,42,1,48,17,12,57,21,46,25,51,82,29,64,52
0,3,99,64,43,16,50,7,11,15,96,22,29,88,61,99,83,59,96,71,77,28,75,25,72,66,79,68,59,53,17,44,60,25,72,5,61,45,29,21
1,2,62,65,28,77,75,6,13,8,36,60,20,55,2,57,44,45,2,92,36,10,10,43,7,35,3,88,61,61,84,27,29,1,22,77,85,65,88,43
0,2,71,77,78,75,90,14,33,19,82,50,97,21,26,37,58,2,81,52,19,29,85,5,95,58,28,28,75,8,3,14,80,96,32,92,63,73,87,54
1,3,54,50,31,78,27,17,29,59,15,52,4,61,1,86,49,4,9,43,8,50,63,69,55,68,52,23,58,12,17,91,79,76,50,13,1,94,83,82
0,4,85,4,30,78,43,66,6,18,88,64,33,7,74,100,80,77,5,94,10,27,45,30,21,34,85,38,64,32,41,66,29,91,65,83,23,41,81,87
1,4,17,86,27,78,4,20,84,77,26,66,100,52,51,4,37,17,66,51,2,13,43,41,65,33,94,45,88,53,43,25,30,96,74,100,6,16,45,13
0,2,67,27,86,29,87,37,43,73,35,40,100,19,6,8,11,55,91,40,14,9,29,18,89,36,22,60,47,52,82,29,16,5,46,7,60,2,26,40
1,4,65,55,66,49,66,33,23,78,12,56,24,8,15,70,56,11,50,17,33,3,12,66,92,74,14,22,96,25,25,49,85,13,91,24,10,15,82,97
0,1,49,94,68,52,65,78,91,49,3,81,86,71,89,18,33,78,52,53,80,6,91,3,34,63,33,4,38,97,30,91,86,98,85,10,94,26,82,53
0,4,57,16,45,64,54,48,19,49,91,26,56,47,55,96,32,97,67,76,23,59,4,1,48,61,52,15,51,72,15,40,34,81,2,18,69,66,22,47
1,4,55,97,2,84,87,64,18,35,71,35,26,9,98,16,24,21,22,23,94,40,100,81,10,36,21,96,47,34,59,41,36,69,80,74,51,41,56,91
0,2,2,98,94,19,87,32,38,39,40,74,78,9,1,72,80,19,62,8,57,67,18,9,16,22,33,81,36,95,21,65,44,77,83,18,76,95,47,29
0,2,12,12,5,4,69,45,58,5,57,17,32,54,85,17,56,94,87,60,97,48,13,26,66,38,72,37,42,61,32,54,99,66,29,81,39,34,78,61
0,2,1,61,40,52,47,93,32,8,73,70,50,2,79,54,17,65,63,14,31,6,49,54,11,38,83,99,76,58,58,56,93,69,41,48,92,35,66,53
1,2,35,3,30,7,8,62,98,47,89,55,20,66,69,59,64,64,3,87,6,15,34,80,85,5,19,85,58,94,92,81,27,96,54,47,76,49,31,22
1,4,76,35,21,65,69,84,96,79,33,45,12,28,80,18,60,85,41,74,69,10,54,83,63,13,77,1,23,9,95,81,95,76,18,21,60,65,74,99
0,3,72,68,13,48,3,83,54,78,95,48,36,22,18,79,96,47,78,20,14,92,58,87,74,10,5,83,9,31,30,36,76,73,27,72,12,40,77,10
1,3,19,93,71,37,37,18,26,76,41,38,30,3,54,87,19,65,32,52,11,78,80,69,34,82,11,78,30,53,63,46,95,90,33,94,79,17,69,36
1,1,18,59,9,58,34,75,22,70,59,5,10,41,12,13,72,88,81,49,74,56,84,93,58,9,90,25,85,88,79,76,35,71,50,84,77,67,99,73
0,1,7,62,28,91,82,57,73,39,81,3,45,100,56,40,70,16,24,72,89,85,97,39,36,56,46,45,51,66,68,91,68,38,79,41,91,91,84,89
